row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|t|f|f,2
0,3,t|f|f|t,
0,4,t|f|t|f,
0,5,t|t|t|f,
0,6,t|f|f|t,
0,7,t|f|t|f,
0,8,t|f|f|f,
0,9,t|f|t|f,
0,10,t|f|t|f,
0,11,t|t|f|f,
0,12,t|f|f|t,
0,13,t|t|f|f,
1,0,t|f|f|t,
1,1,t|t|t|f,
1,2,f|t|f|t,3
1,3,f|f|f|t,
1,4,t|f|t|f,
1,5,t|f|t|f,
1,6,f|t|t|f,
1,7,t|t|f|t,
1,8,f|f|t|t,
1,9,t|t|f|f,
1,10,t|t|f|t,
1,11,f|t|f|t,
1,12,f|t|f|t,
1,13,f|t|f|t,
2,0,f|f|f|t,6
2,1,t|f|t|f,5
2,2,f|t|t|f,4
2,3,f|f|t|t,
2,4,t|f|t|f,
2,5,t|f|f|f,
2,6,t|f|t|f,
2,7,f|t|f|f,
2,8,t|t|f|t,
2,9,f|t|f|t,
2,10,f|f|t|t,
2,11,f|f|t|f,
2,12,f|t|t|f,
2,13,f|t|f|t,
3,0,f|t|f|t,7
3,1,t|f|f|t,
3,2,t|f|f|f,
3,3,t|f|t|f,
3,4,t|f|t|f,
3,5,f|f|t|f,
3,6,t|t|f|f,
3,7,f|f|t|t,
3,8,f|t|t|f,
3,9,f|f|t|t,
3,10,t|f|t|f,
3,11,t|t|f|f,
3,12,t|f|t|t,
3,13,f|t|t|f,
4,0,f|t|f|t,8
4,1,f|t|t|t,
4,2,f|t|f|t,
4,3,t|f|t|t,
4,4,t|f|f|f,
4,5,t|t|t|f,
4,6,f|t|f|t,
4,7,t|f|f|t,
4,8,t|f|t|f,
4,9,t|f|t|f,
4,10,t|t|f|f,
4,11,f|f|f|t,
4,12,t|f|t|f,
4,13,t|t|f|f,
5,0,f|t|f|t,9
5,1,t|f|f|t,
5,2,f|t|t|f,
5,3,t|f|f|t,
5,4,f|t|f|f,
5,5,t|f|f|t,
5,6,f|t|t|f,
5,7,f|t|f|t,
5,8,t|f|t|t,
5,9,t|t|f|f,
5,10,f|t|f|t,
5,11,f|t|f|t,
5,12,t|t|f|t,
5,13,f|t|f|t,
6,0,f|f|t|t,10
6,1,f|t|f|f,11
6,2,t|f|f|t,
6,3,f|t|t|f,
6,4,f|t|f|t,
6,5,f|f|t|t,
6,6,t|f|f|f,
6,7,f|t|t|f,
6,8,t|f|f|t,
6,9,f|t|t|f,
6,10,f|t|f|t,
6,11,f|f|t|t,
6,12,f|t|f|f,
6,13,f|t|f|t,
7,0,t|f|f|t,
7,1,f|f|t|f,12
7,2,f|f|t|f,13
7,3,t|t|f|f,14
7,4,f|f|t|t,
7,5,t|t|f|f,
7,6,f|f|f|t,
7,7,t|t|t|f,
7,8,f|f|f|t,
7,9,t|f|t|f,
7,10,f|t|t|f,
7,11,t|f|f|t,
7,12,f|t|t|f,
7,13,f|t|f|t,
8,0,f|t|f|t,
8,1,t|f|f|t,17
8,2,t|f|t|f,16
8,3,f|t|t|f,15
8,4,t|f|f|t,
8,5,f|t|t|f,
8,6,f|f|t|t,
8,7,t|t|f|f,
8,8,f|t|f|t,
8,9,t|f|f|t,
8,10,t|f|t|f,
8,11,f|t|t|f,
8,12,t|t|f|t,
8,13,f|t|f|t,
9,0,f|t|f|t,
9,1,f|f|t|t,18
9,2,t|f|t|f,19
9,3,t|t|f|f,20
9,4,f|f|t|t,
9,5,t|t|f|f,
9,6,t|f|f|t,
9,7,f|t|t|f,
9,8,f|t|f|t,
9,9,f|f|t|t,
9,10,t|f|t|f,
9,11,t|t|f|f,
9,12,f|t|f|t,
9,13,f|t|f|t,
10,0,f|t|t|t,
10,1,t|f|f|t,23
10,2,t|f|t|f,22
10,3,f|t|t|f,21
10,4,t|f|f|t,
10,5,f|t|t|f,
10,6,f|f|t|t,
10,7,t|t|f|f,
10,8,f|t|f|t,
10,9,t|f|f|t,
10,10,t|f|t|f,
10,11,f|f|t|f,
10,12,f|t|t|f,
10,13,f|t|f|t,
11,0,t|f|f|t,25
11,1,f|t|t|f,24
11,2,t|f|f|t,
11,3,t|f|t|f,
11,4,f|f|t|f,
11,5,t|f|t|f,
11,6,t|f|t|f,
11,7,f|t|f|f,
11,8,f|t|f|t,
11,9,f|t|f|t,
11,10,t|f|f|t,41
11,11,t|t|f|f,42
11,12,t|f|f|t,
11,13,f|t|t|f,
12,0,f|f|f|t,26
12,1,t|t|f|f,27
12,2,f|t|t|t,
12,3,t|f|f|t,31
12,4,t|f|t|f,32
12,5,t|t|f|f,33
12,6,t|f|t|t,
12,7,f|t|t|f,
12,8,f|t|f|t,
12,9,f|t|t|t,
12,10,f|t|f|t,40
12,11,f|t|f|t,43
12,12,f|f|t|t,
12,13,t|t|f|f,
13,0,f|t|t|t,
13,1,f|f|t|t,28
13,2,t|f|t|f,29
13,3,f|f|t|f,30
13,4,t|t|t|f,
13,5,f|f|t|t,34
13,6,t|f|t|f,35
13,7,t|f|t|f,36
13,8,f|f|t|f,37
13,9,t|f|t|f,38
13,10,f|t|t|f,39
13,11,f|f|t|t,44
13,12,t|f|t|f,45
13,13,f|t|t|f,46
