row,col,walls,solutionIndex
0,0,t|t|f|t,0
0,1,t|f|t|t,
0,2,t|f|t|f,
0,3,t|f|t|f,
0,4,t|f|t|f,
0,5,t|f|f|f,7
0,6,t|t|f|f,8
0,7,t|f|f|t,11
0,8,t|f|t|f,12
0,9,t|t|f|f,13
0,10,t|f|t|t,
0,11,t|f|t|f,
0,12,t|f|t|f,
0,13,t|t|f|f,
1,0,f|f|f|t,1
1,1,t|f|t|f,2
1,2,t|f|t|f,3
1,3,t|f|f|f,4
1,4,t|f|t|f,5
1,5,f|t|t|f,6
1,6,f|f|t|t,9
1,7,f|t|t|f,10
1,8,t|t|f|t,
1,9,f|f|t|t,14
1,10,t|f|f|f,15
1,11,t|f|t|f,16
1,12,t|f|t|f,17
1,13,f|t|f|f,18
2,0,f|f|f|t,
2,1,t|t|f|f,
2,2,t|f|f|t,
2,3,f|f|t|f,
2,4,t|f|t|f,
2,5,t|t|f|f,
2,6,t|f|f|t,
2,7,t|f|t|f,
2,8,f|f|t|f,
2,9,t|f|t|f,
2,10,f|f|t|f,
2,11,t|f|t|f,
2,12,t|t|t|f,
2,13,f|t|f|t,19
3,0,f|t|f|t,
3,1,f|f|t|t,
3,2,f|t|t|f,
3,3,t|f|f|t,
3,4,t|t|t|f,
3,5,f|f|t|t,
3,6,f|t|f|f,
3,7,t|f|f|t,28
3,8,t|f|t|f,27
3,9,t|f|t|f,26
3,10,t|f|t|f,25
3,11,t|f|t|f,24
3,12,t|t|f|f,23
3,13,f|t|f|t,20
4,0,f|f|f|t,
4,1,t|f|t|f,
4,2,t|t|f|f,
4,3,f|f|t|t,
4,4,t|f|t|f,
4,5,t|f|t|f,
4,6,f|t|t|f,
4,7,f|f|t|t,29
4,8,t|t|f|f,30
4,9,t|f|f|t,33
4,10,t|t|f|f,34
4,11,t|t|f|t,
4,12,f|f|t|t,22
4,13,f|t|t|f,21
5,0,f|f|t|t,
5,1,t|t|f|f,
5,2,f|f|t|t,
5,3,t|f|t|f,
5,4,t|t|f|f,
5,5,t|f|f|t,
5,6,t|f|f|f,
5,7,t|t|f|f,
5,8,f|f|t|t,31
5,9,f|t|t|f,32
5,10,f|t|f|t,35
5,11,f|f|f|t,40
5,12,t|t|f|f,41
5,13,t|t|f|t,
6,0,t|t|f|t,
6,1,f|f|t|t,
6,2,t|f|t|f,
6,3,t|t|f|f,
6,4,f|f|t|t,
6,5,f|t|t|f,
6,6,f|t|f|t,
6,7,f|f|t|t,
6,8,t|t|f|f,
6,9,t|t|f|t,
6,10,f|t|f|t,36
6,11,f|t|f|t,39
6,12,f|t|f|t,42
6,13,f|t|f|t,
7,0,f|f|f|t,
7,1,t|f|t|f,
7,2,t|t|t|f,
7,3,f|t|f|t,
7,4,t|f|f|t,
7,5,t|f|t|f,
7,6,f|t|t|f,
7,7,t|f|f|t,
7,8,f|t|t|f,
7,9,f|t|f|t,
7,10,f|f|t|t,37
7,11,f|t|t|f,38
7,12,f|t|f|t,43
7,13,f|t|f|t,
8,0,f|f|t|t,
8,1,t|t|f|f,
8,2,t|f|f|t,
8,3,f|t|t|f,
8,4,f|f|t|t,
8,5,t|t|f|f,
8,6,t|f|f|t,
8,7,f|t|t|f,
8,8,t|f|f|t,
8,9,f|f|t|f,
8,10,t|f|t|f,
8,11,t|t|f|f,
8,12,f|t|f|t,44
8,13,f|t|f|t,
9,0,t|f|f|t,
9,1,f|t|t|f,
9,2,f|f|t|t,
9,3,t|t|f|f,
9,4,t|t|f|t,
9,5,f|t|f|t,
9,6,f|f|t|t,
9,7,t|t|f|f,
9,8,f|f|t|t,
9,9,t|t|f|f,
9,10,t|f|f|t,
9,11,f|t|t|f,
9,12,f|f|t|t,45
9,13,f|t|f|f,46
10,0,f|t|f|t,
10,1,t|f|f|t,
10,2,t|t|f|f,
10,3,f|f|t|t,
10,4,f|t|f|f,
10,5,f|t|f|t,
10,6,t|t|f|t,
10,7,f|f|t|t,
10,8,t|f|t|f,
10,9,f|t|t|f,
10,10,f|t|f|t,
10,11,t|f|f|t,51
10,12,t|t|f|f,50
10,13,f|t|f|t,47
11,0,f|f|f|t,
11,1,f|t|t|f,
11,2,f|f|t|t,
11,3,t|t|f|f,
11,4,f|t|f|t,
11,5,f|t|f|t,
11,6,f|f|t|t,
11,7,t|f|t|f,
11,8,t|f|f|f,
11,9,t|f|t|f,
11,10,f|t|t|f,
11,11,f|t|f|t,52
11,12,f|f|t|t,49
11,13,f|t|t|f,48
12,0,f|f|t|t,
12,1,t|t|f|f,
12,2,t|f|f|t,
12,3,f|t|t|f,
12,4,f|t|f|t,
12,5,f|t|f|t,
12,6,t|f|f|t,
12,7,t|t|f|f,
12,8,f|t|t|t,
12,9,t|f|f|t,
12,10,t|t|f|f,
12,11,f|t|f|t,53
12,12,t|f|t|t,
12,13,t|t|f|f,
13,0,t|f|t|t,
13,1,f|t|t|f,
13,2,f|f|t|t,
13,3,t|f|t|f,
13,4,f|t|t|f,
13,5,f|f|t|t,
13,6,f|t|t|f,
13,7,f|f|t|t,
13,8,t|f|t|f,
13,9,f|t|t|f,
13,10,f|f|t|t,
13,11,f|f|t|f,54
13,12,t|f|t|f,55
13,13,f|t|t|f,56
