row,col,walls,solutionIndex
0,0,t|t|f|t,0
0,1,t|f|t|t,
0,2,t|f|f|f,4
0,3,t|t|f|f,5
0,4,t|f|f|t,8
0,5,t|t|f|f,9
0,6,t|f|t|t,
0,7,t|f|t|f,
0,8,t|f|t|f,
0,9,t|f|t|f,
0,10,t|f|f|f,
0,11,t|f|t|f,
0,12,t|t|f|f,
0,13,t|f|f|t,
0,14,t|f|f|f,
0,15,t|f|f|f,
0,16,t|t|f|f,
1,0,f|f|t|t,1
1,1,t|f|t|f,2
1,2,f|t|t|f,3
1,3,f|f|t|t,6
1,4,f|t|t|f,7
1,5,f|f|t|t,10
1,6,t|f|t|f,11
1,7,t|f|f|f,12
1,8,t|f|t|f,
1,9,t|t|f|f,
1,10,f|f|t|t,
1,11,t|t|f|f,
1,12,f|f|t|t,
1,13,f|t|t|f,
1,14,f|t|f|t,
1,15,f|t|f|t,
1,16,f|t|t|t,
2,0,t|t|f|t,
2,1,t|f|f|t,
2,2,t|f|t|f,
2,3,t|f|f|f,27
2,4,t|t|f|f,26
2,5,t|f|f|t,
2,6,t|f|f|f,14
2,7,f|f|t|f,13
2,8,t|t|f|f,
2,9,f|f|t|t,
2,10,t|f|t|f,
2,11,f|t|t|f,
2,12,t|f|f|t,
2,13,t|f|t|f,
2,14,f|t|t|f,
2,15,f|f|f|t,
2,16,t|t|f|f,
3,0,f|f|t|t,
3,1,f|t|t|f,
3,2,t|f|f|t,29
3,3,f|t|t|f,28
3,4,f|t|f|t,25
3,5,f|t|t|t,
3,6,f|t|f|t,15
3,7,t|f|f|t,
3,8,f|t|t|f,
3,9,t|t|f|t,
3,10,t|f|f|t,
3,11,t|f|t|f,
3,12,f|t|t|f,
3,13,t|f|f|t,
3,14,t|t|f|f,
3,15,f|t|t|t,
3,16,f|t|f|t,
4,0,t|f|f|t,32
4,1,t|f|t|f,31
4,2,f|t|t|f,30
4,3,t|f|t|t,
4,4,f|t|f|f,24
4,5,t|f|f|t,17
