row,col,walls,solutionIndex
0,0,t|t|f|t,0
0,1,t|f|t|t,
0,2,t|f|f|f,6
0,3,t|f|t|f,7
0,4,t|t|f|f,8
0,5,t|f|t|t,
0,6,t|f|f|f,12
0,7,t|t|f|f,13
0,8,t|f|f|t,
0,9,t|t|f|f,
0,10,t|f|t|t,
0,11,t|f|t|f,
0,12,t|f|t|f,
0,13,t|f|f|f,
0,14,t|t|f|f,
0,15,t|f|f|t,
0,16,t|f|t|f,
0,17,t|f|t|f,
0,18,t|f|t|f,
0,19,t|f|f|f,
0,20,t|t|f|f,
0,21,t|t|f|t,
1,0,f|f|f|t,1
1,1,t|t|f|f,2
1,2,f|t|f|t,5
1,3,t|t|f|t,
1,4,f|f|t|t,9
1,5,t|f|t|f,10
1,6,f|t|t|f,11
1,7,f|t|f|t,14
1,8,f|t|f|t,
1,9,f|t|f|t,
1,10,t|f|f|t,
1,11,t|f|t|f,
1,12,t|t|f|f,
1,13,f|t|f|t,
1,14,f|t|t|t,
1,15,f|f|t|t,
1,16,t|f|t|f,
1,17,t|f|t|f,
1,18,t|t|f|f,
1,19,f|t|f|t,
1,20,f|t|f|t,
1,21,f|t|f|t,
2,0,f|t|f|t,
2,1,f|f|t|t,3
2,2,f|t|t|f,4
2,3,f|f|f|t,
2,4,t|f|t|f,
2,5,t|f|t|f,
2,6,t|t|f|f,
2,7,f|t|f|t,15
2,8,f|t|f|t,
2,9,f|t|f|t,
2,10,f|f|t|t,
2,11,t|t|f|f,
2,12,f|f|f|t,
2,13,f|t|t|f,
2,14,t|f|f|t,
2,15,t|f|t|f,
2,16,t|f|t|f,
2,17,t|f|t|f,
2,18,f|t|t|f,
2,19,f|t|f|t,
2,20,f|f|t|t,
2,21,f|t|f|f,
3,0,f|f|f|t,
3,1,t|f|t|f,
3,2,t|t|f|f,
3,3,f|f|f|t,
3,4,t|f|t|f,
3,5,t|t|f|f,
3,6,f|f|f|t,
3,7,f|t|f|f,16
3,8,f|t|f|t,
