row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|t|f|f,1
0,2,t|f|t|t,
0,3,t|f|t|f,
0,4,t|f|f|f,18
0,5,t|t|f|f,19
0,6,t|f|f|t,24
0,7,t|f|t|f,25
0,8,t|f|f|f,26
0,9,t|f|f|f,
0,10,t|f|t|f,
0,11,t|f|f|f,
0,12,t|f|t|f,
0,13,t|f|t|f,
0,14,t|f|t|f,
0,15,t|t|f|f,
0,16,t|f|t|t,
0,17,t|f|t|f,
0,18,t|t|f|f,
0,19,t|f|f|t,
0,20,t|f|f|f,
0,21,t|t|f|f,
0,22,t|t|f|t,
1,0,t|t|f|t,
1,1,f|t|f|t,2
1,2,t|f|f|t,15
1,3,t|f|t|f,16
1,4,f|t|t|f,17
1,5,f|t|f|t,20
1,6,f|t|f|t,23
1,7,t|f|f|t,28
1,8,f|t|t|f,27
1,9,f|t|f|t,
1,10,t|t|f|t,
1,11,f|t|f|t,
1,12,t|f|f|t,
1,13,t|f|t|f,
1,14,t|t|f|f,
1,15,f|f|t|t,
1,16,t|f|t|f,
1,17,t|t|f|f,
1,18,f|f|t|t,
1,19,f|t|t|f,
1,20,f|t|f|t,
1,21,f|t|f|t,
1,22,f|t|f|t,
2,0,f|t|f|t,
2,1,f|t|f|t,3
2,2,f|f|t|t,14
2,3,t|t|f|f,13
2,4,t|t|f|t,
2,5,f|f|t|t,21
2,6,f|t|t|f,22
2,7,f|t|f|t,29
2,8,t|f|f|t,
2,9,f|t|t|f,
2,10,f|t|f|t,
2,11,f|t|f|t,
2,12,f|f|t|t,
2,13,t|t|f|f,
2,14,f|t|f|t,
2,15,t|f|f|t,
2,16,t|t|f|f,
2,17,f|f|t|t,
2,18,t|f|t|f,
2,19,t|f|t|f,
2,20,f|t|t|f,
2,21,f|t|f|t,
2,22,f|t|f|t,
3,0,f|f|f|t,5
3,1,f|t|t|f,4
3,2,t|f|f|t,11
3,3,f|t|t|f,12
3,4,f|t|f|t,
3,5,t|f|f|t,32
3,6,t|f|t|f,31
3,7,f|t|t|f,30
3,8,f|t|f|t,
3,9,t|f|f|t,
3,10,f|f|t|f,
3,11,f|t|t|f,
3,12,t|t|f|t,
3,13,f|t|f|t,
3,14,f|f|t|t,
3,15,f|t|t|f,
3,16,f|f|t|t,
3,17,t|f|t|f,
3,18,t|t|f|f,
3,19,t|f|f|t,
3,20,t|t|f|f,
3,21,f|t|f|t,
3,22,f|t|f|t,
4,0,f|t|f|t,6
4,1,t|f|t|t,
4,2,f|t|f|f,10
4,3,t|f|f|t,
4,4,f|t|t|f,
4,5,f|f|t|t,33
4,6,t|t|f|f,34
4,7,t|f|f|t,
4,8,f|t|t|f,
4,9,f|f|t|t,
4,10,t|f|t|f,
4,11,t|t|f|f,
4,12,f|t|f|t,
4,13,f|f|t|t,
4,14,t|t|f|f,
4,15,t|f|t|t,
4,16,t|f|f|f,
4,17,t|t|f|f,
4,18,f|t|f|t,
4,19,f|t|f|t,
4,20,f|t|f|t,
4,21,f|f|t|t,
4,22,f|t|f|f,
5,0,f|f|f|t,7
5,1,t|f|t|f,8
5,2,f|t|t|f,9
5,3,f|f|f|t,38
5,4,t|f|t|f,37
5,5,t|f|t|f,36
5,6,f|t|t|f,35
5,7,f|t|f|t,
5,8,t|f|f|t,
5,9,t|t|f|f,
5,10,t|t|f|t,
5,11,f|f|t|t,
5,12,f|f|t|f,
5,13,t|t|f|f,
5,14,f|f|t|t,
5,15,t|t|f|f,
5,16,f|t|f|t,
5,17,f|t|f|t,
5,18,f|f|t|t,
5,19,f|t|t|f,
5,20,f|f|t|t,
5,21,t|t|f|f,
5,22,f|t|f|t,
6,0,f|t|f|t,
6,1,t|f|f|t,41
6,2,t|f|t|f,40
6,3,f|t|t|f,39
6,4,t|f|f|t,
6,5,t|f|t|f,
6,6,t|f|t|f,
6,7,f|f|f|f,
6,8,f|t|t|f,
6,9,f|t|f|t,
6,10,f|f|f|t,
6,11,t|f|t|f,
6,12,t|t|f|f,
6,13,f|t|f|t,
6,14,t|t|f|t,
6,15,f|t|f|t,
6,16,f|t|t|t,
6,17,f|f|f|t,
6,18,t|f|f|f,
6,19,t|t|f|f,
6,20,t|f|f|t,
6,21,f|t|t|f,
6,22,f|t|f|t,
7,0,f|t|f|t,
7,1,f|f|t|t,42
7,2,t|t|f|f,43
7,3,t|f|t|t,
7,4,f|f|f|f,
7,5,t|t|t|f,
7,6,t|f|f|t,51
7,7,f|t|f|f,52
7,8,t|f|f|t,
7,9,f|t|t|f,
7,10,f|f|t|t,
7,11,t|t|f|f,
7,12,f|t|f|t,
7,13,f|f|t|t,
7,14,f|t|f|f,
7,15,f|f|t|t,
7,16,t|t|f|f,
7,17,f|t|t|t,
7,18,f|t|f|t,
7,19,f|t|f|t,
7,20,f|t|f|t,
7,21,t|f|t|t,
7,22,f|t|t|f,
8,0,f|f|f|t,
8,1,t|t|t|f,
8,2,f|f|t|t,44
8,3,t|t|f|f,45
8,4,f|t|t|t,
8,5,t|f|f|t,49
8,6,f|t|t|f,50
8,7,f|t|f|t,53
8,8,f|f|t|t,
8,9,t|t|f|f,
8,10,t|f|f|t,
8,11,f|t|t|f,
8,12,f|f|f|t,
8,13,t|t|t|f,
8,14,f|t|f|t,
8,15,t|t|f|t,
8,16,f|f|t|t,
8,17,t|f|t|f,
8,18,f|t|t|f,
8,19,f|t|f|t,
8,20,f|f|t|t,
8,21,t|f|t|f,
8,22,t|t|f|f,
9,0,f|f|t|t,
9,1,t|f|f|f,
9,2,t|t|f|f,
9,3,f|f|t|t,46
9,4,t|f|f|f,47
9,5,f|t|t|f,48
9,6,t|t|f|t,
9,7,f|f|t|t,54
9,8,t|t|f|f,55
9,9,f|t|f|t,
9,10,f|f|t|t,
9,11,t|t|t|f,
9,12,f|f|t|t,
9,13,t|t|f|f,
9,14,f|f|t|t,
9,15,f|t|f|f,
9,16,t|f|f|t,
9,17,t|f|t|f,
9,18,t|t|f|f,
9,19,f|t|f|t,
9,20,t|t|f|t,
9,21,t|f|f|t,
9,22,f|t|f|f,
10,0,t|f|f|t,
10,1,f|t|t|f,
10,2,f|f|t|t,
10,3,t|f|t|f,
10,4,f|t|f|f,
10,5,t|f|t|t,
10,6,f|t|f|f,
10,7,t|f|f|t,57
10,8,f|t|t|f,56
10,9,f|t|f|t,
10,10,t|f|f|t,
10,11,t|f|t|f,
10,12,t|t|f|f,
10,13,f|t|f|t,
10,14,t|f|f|t,
10,15,f|t|t|f,
10,16,f|t|f|t,
10,17,t|t|f|t,
10,18,f|f|t|t,
10,19,f|f|t|f,
10,20,f|t|t|f,
10,21,f|t|f|t,
10,22,f|t|f|t,
11,0,f|f|f|t,
11,1,t|t|f|f,
11,2,t|f|t|t,
11,3,t|t|f|f,
11,4,f|f|t|t,
11,5,t|f|t|f,
11,6,f|t|f|f,
11,7,f|f|t|t,58
11,8,t|t|f|f,59
11,9,f|f|t|t,
11,10,f|t|t|f,
11,11,t|f|f|t,
11,12,f|t|t|f,
11,13,f|f|t|t,
11,14,f|t|t|f,
11,15,t|f|f|t,
11,16,f|t|t|f,
11,17,f|f|t|t,
11,18,t|t|f|f,
11,19,t|f|f|t,
11,20,t|f|t|f,
11,21,f|t|t|f,
11,22,f|t|f|t,
12,0,f|t|f|t,
12,1,f|f|t|t,
12,2,t|t|f|f,
12,3,f|f|t|t,
12,4,t|f|t|f,
12,5,t|f|t|f,
12,6,f|f|t|f,
12,7,t|t|f|f,
12,8,f|f|t|t,60
12,9,t|f|t|f,61
12,10,t|t|f|f,62
12,11,f|f|t|t,
12,12,t|f|t|f,
12,13,t|f|t|f,
12,14,t|f|f|f,
12,15,f|f|t|f,
12,16,t|f|t|f,
12,17,t|f|t|f,
12,18,f|t|f|f,
12,19,f|t|f|t,
12,20,t|f|f|t,
12,21,t|t|f|f,
12,22,f|t|f|t,
13,0,f|f|t|t,
13,1,t|t|f|f,
13,2,f|f|t|t,
13,3,t|t|f|f,
13,4,t|f|f|t,
13,5,t|t|f|f,
13,6,t|t|f|t,
13,7,f|f|t|t,
13,8,t|t|f|f,
13,9,t|f|f|t,64
13,10,f|t|t|f,63
13,11,t|f|f|t,68
13,12,t|f|t|f,69
13,13,t|f|t|f,70
13,14,f|f|t|f,71
13,15,t|f|t|f,72
13,16,t|t|f|f,73
13,17,t|t|f|t,
13,18,f|t|f|t,
13,19,f|f|t|t,
13,20,f|t|t|f,
13,21,f|t|f|t,
13,22,f|t|t|t,
14,0,t|t|f|t,
14,1,f|t|f|t,
14,2,t|t|f|t,
14,3,f|f|t|t,
14,4,f|t|t|f,
14,5,f|t|f|t,
14,6,f|f|t|t,
14,7,t|f|t|f,
14,8,f|t|t|f,
14,9,f|f|t|t,65
14,10,t|f|t|f,66
14,11,f|t|t|f,67
14,12,t|f|f|t,
14,13,t|f|t|f,
14,14,t|f|t|f,
14,15,t|t|f|f,
14,16,f|t|f|t,74
14,17,f|t|f|t,
14,18,f|f|t|t,
14,19,t|f|t|f,
14,20,t|t|f|f,
14,21,f|f|t|t,
14,22,t|t|f|f,
15,0,f|t|f|t,
15,1,f|f|t|t,
15,2,f|t|f|f,
15,3,t|f|f|t,
15,4,t|t|f|f,
15,5,f|f|t|t,
15,6,t|f|t|f,
15,7,t|f|t|f,
15,8,t|f|t|f,
15,9,t|f|f|f,
15,10,t|t|t|f,
15,11,t|f|f|t,88
15,12,f|t|f|f,87
15,13,t|t|f|t,
15,14,t|f|f|t,
15,15,f|t|t|f,
15,16,f|f|f|t,75
15,17,f|t|f|f,
15,18,t|f|f|t,
15,19,t|f|t|f,
15,20,f|t|t|f,
15,21,t|f|f|t,
15,22,f|t|f|f,
16,0,f|t|f|t,
16,1,t|f|f|t,
16,2,f|t|t|f,
16,3,f|t|t|t,
