row,col,walls,solutionIndex
0,0,t|t|f|t,0
0,1,t|f|f|t,3
0,2,t|f|t|f,4
0,3,t|t|f|f,5
0,4,t|f|f|t,
0,5,t|f|t|f,
0,6,t|t|t|f,
0,7,t|f|f|t,
0,8,t|f|t|f,
0,9,t|f|f|f,
0,10,t|f|t|f,
0,11,t|f|t|f,
0,12,t|f|f|f,
0,13,t|f|t|f,
0,14,t|f|t|f,
0,15,t|f|t|f,
0,16,t|f|t|f,
0,17,t|t|f|f,
1,0,f|f|t|t,1
1,1,f|t|t|f,2
1,2,t|f|f|t,7
1,3,f|t|t|f,6
1,4,f|f|f|t,
1,5,t|t|f|f,
1,6,t|f|f|t,
1,7,f|t|t|f,
1,8,t|t|f|t,
1,9,f|t|f|t,
1,10,t|f|f|t,
1,11,t|t|f|f,
1,12,f|t|t|t,
1,13,t|f|f|t,
1,14,t|f|t|f,
1,15,t|t|f|f,
1,16,t|f|t|t,
1,17,f|t|t|f,
2,0,t|f|f|t,
2,1,t|t|t|f,
2,2,f|f|t|t,8
2,3,t|t|f|f,9
2,4,f|t|t|t,
2,5,f|t|f|t,
2,6,f|t|f|t,
2,7,t|f|t|t,
2,8,f|t|f|f,
2,9,f|f|t|t,
2,10,f|t|t|f,
2,11,f|f|t|t,
2,12,t|f|t|f,
2,13,f|t|t|f,
2,14,t|t|f|t,
2,15,f|f|t|t,
2,16,t|f|t|f,
2,17,t|t|f|f,
3,0,f|f|t|t,
3,1,t|f|t|f,
3,2,t|t|f|f,
3,3,f|f|t|t,10
3,4,t|t|f|f,11
3,5,f|f|t|t,
3,6,f|f|t|f,
3,7,t|f|t|f,
3,8,f|t|f|f,
3,9,t|f|t|t,
3,10,t|f|f|f,
3,11,t|t|f|f,
3,12,t|f|t|t,
3,13,t|f|t|f,
3,14,f|f|f|f,
3,15,t|f|f|f,
3,16,t|t|t|f,
3,17,f|t|f|t,
4,0,t|f|f|t,
4,1,t|f|t|f,
4,2,f|f|t|f,
4,3,t|f|t|f,
4,4,f|f|t|f,12
4,5,t|f|t|f,13
