row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|t|f|f,1
0,2,t|f|t|t,
0,3,t|f|f|f,5
0,4,t|t|f|f,6
0,5,t|t|f|t,
0,6,t|f|f|t,30
0,7,t|t|f|f,31
0,8,t|f|f|t,34
0,9,t|f|f|f,35
0,10,t|f|t|f,
0,11,t|f|t|f,
0,12,t|f|t|f,
0,13,t|f|t|f,
0,14,t|f|f|f,
0,15,t|f|t|f,
0,16,t|t|t|f,
0,17,t|f|f|t,77
0,18,t|f|f|f,78
0,19,t|f|t|f,
0,20,t|f|t|f,
0,21,t|t|t|f,
1,0,t|t|f|t,
1,1,f|f|t|t,2
1,2,t|f|t|f,3
1,3,f|t|t|f,4
1,4,f|t|f|t,7
1,5,f|t|f|t,
1,6,f|t|f|t,29
1,7,f|f|t|t,32
1,8,f|t|t|f,33
1,9,f|f|t|t,36
1,10,t|t|f|f,37
1,11,t|f|t|t,
1,12,t|f|t|f,
1,13,t|f|t|f,
1,14,f|t|t|f,
1,15,t|f|f|t,66
1,16,t|t|f|f,67
1,17,f|t|f|t,76
1,18,f|f|t|t,79
1,19,t|f|t|f,80
1,20,t|f|t|f,81
1,21,t|t|f|f,82
2,0,f|f|f|t,
2,1,t|f|t|f,
2,2,t|f|t|f,
2,3,t|t|t|f,
2,4,f|t|f|t,8
2,5,f|f|f|t,27
2,6,f|t|t|f,28
2,7,t|f|f|t,
2,8,t|f|f|f,
2,9,t|t|t|f,
2,10,f|t|f|t,38
2,11,t|f|f|t,61
2,12,t|f|t|f,62
2,13,t|f|t|f,63
2,14,t|f|t|f,64
2,15,f|t|t|f,65
2,16,f|t|f|t,68
2,17,f|f|t|t,75
2,18,t|t|f|f,74
2,19,t|f|t|t,
2,20,t|t|f|f,
2,21,f|t|f|t,83
3,0,f|t|f|t,
3,1,t|f|f|t,12
3,2,t|f|t|f,11
3,3,t|f|t|f,10
3,4,f|t|t|f,9
3,5,f|f|t|t,26
3,6,t|t|f|f,25
3,7,f|t|t|t,
3,8,f|t|f|t,
3,9,t|f|f|t,40
3,10,f|t|t|f,39
3,11,f|f|t|t,60
3,12,t|f|t|f,59
3,13,t|f|t|f,58
3,14,t|t|f|f,57
3,15,t|t|f|t,
3,16,f|f|t|t,69
3,17,t|t|f|f,70
3,18,f|t|f|t,73
3,19,t|f|f|t,
3,20,f|t|t|f,
3,21,f|t|f|t,84
4,0,f|f|f|t,14
4,1,f|t|t|f,13
4,2,t|f|t|t,
4,3,t|f|t|f,
4,4,t|t|f|f,
4,5,t|f|f|t,23
4,6,f|t|t|f,24
4,7,t|f|f|t,
4,8,f|t|f|f,
4,9,f|f|t|t,41
4,10,t|f|t|f,42
4,11,t|t|f|f,43
4,12,t|f|f|t,46
4,13,t|t|f|f,47
4,14,f|f|t|t,56
4,15,f|f|f|f,55
4,16,t|t|t|f,
4,17,f|f|t|t,71
4,18,f|t|f|f,72
4,19,f|t|f|t,
4,20,t|f|f|t,86
4,21,f|t|t|f,85
5,0,f|t|f|t,15
5,1,t|f|f|t,18
5,2,t|f|t|f,19
5,3,t|f|f|f,20
5,4,f|f|f|f,21
5,5,f|t|t|f,22
5,6,t|f|t|t,
5,7,f|t|f|f,
5,8,f|f|t|t,
5,9,t|t|f|f,
5,10,t|t|f|t,
5,11,f|f|t|t,44
5,12,f|t|t|f,45
5,13,f|t|f|t,48
5,14,t|f|f|t,53
5,15,f|t|t|f,54
5,16,t|f|f|t,
5,17,t|t|f|f,
5,18,f|f|f|t,
5,19,f|t|t|f,
5,20,f|f|t|t,87
5,21,t|t|f|f,88
6,0,f|f|t|t,16
6,1,f|t|t|f,17
6,2,t|t|f|t,
6,3,f|t|f|t,
6,4,f|t|f|t,
6,5,t|f|f|t,
6,6,t|f|f|f,
6,7,f|t|t|f,
6,8,t|t|f|t,
6,9,f|t|f|t,
6,10,f|f|f|t,
6,11,t|f|t|f,
6,12,t|t|f|f,
6,13,f|t|f|t,49
6,14,f|f|f|t,52
6,15,t|t|t|f,
6,16,f|t|f|t,
6,17,f|t|f|t,
6,18,f|t|t|t,
6,19,t|f|f|t,
6,20,t|t|f|f,
6,21,f|t|f|t,89
7,0,t|f|f|t,
7,1,t|f|t|f,
7,2,f|f|t|f,
7,3,f|t|t|f,
7,4,f|t|f|t,
7,5,f|t|t|t,
7,6,f|t|f|t,
7,7,t|f|f|t,
7,8,f|t|f|f,
7,9,f|f|t|t,
7,10,f|t|t|f,
7,11,t|t|f|t,
7,12,f|t|f|t,
7,13,f|f|t|t,50
7,14,f|t|t|f,51
7,15,t|f|f|t,
7,16,f|t|t|f,
7,17,f|f|t|t,
7,18,t|t|f|f,
7,19,f|t|f|t,
7,20,f|f|t|t,
7,21,f|t|f|f,90
8,0,f|f|t|t,
8,1,t|f|t|f,
8,2,t|f|t|f,
8,3,t|t|f|f,
8,4,f|t|f|t,
8,5,t|f|f|t,
8,6,f|t|t|f,
8,7,f|t|t|t,
8,8,f|f|t|t,
8,9,t|f|f|f,
8,10,t|f|f|f,
8,11,f|t|t|f,
8,12,f|t|f|t,
8,13,t|t|f|t,
8,14,t|f|f|t,
8,15,f|t|t|f,
8,16,t|f|f|t,
8,17,t|t|f|f,
8,18,f|t|f|t,
8,19,f|t|f|t,
8,20,t|f|f|t,92
8,21,f|t|t|f,91
9,0,t|f|t|t,
9,1,t|f|t|f,
9,2,t|t|f|f,
9,3,f|t|f|t,
9,4,f|t|f|t,
9,5,f|f|f|t,
9,6,t|f|t|f,
9,7,t|t|f|f,
9,8,t|f|f|t,
9,9,f|t|f|f,
9,10,f|f|t|t,
9,11,t|f|t|f,
9,12,f|f|t|f,
9,13,f|t|t|f,
9,14,f|t|f|t,
9,15,t|f|f|t,
9,16,f|t|t|f,
9,17,f|t|f|t,
9,18,f|f|t|t,
9,19,f|t|t|f,
9,20,f|t|f|t,93
9,21,t|t|f|t,
10,0,t|f|f|t,
10,1,t|f|t|f,
10,2,f|t|t|f,
10,3,f|f|f|t,
10,4,f|t|f|f,
10,5,f|t|f|t,
10,6,t|t|f|t,
10,7,f|t|f|t,
10,8,f|t|f|t,
10,9,f|f|t|t,
10,10,t|t|f|f,
10,11,t|f|f|t,
10,12,t|f|t|f,
10,13,t|f|t|f,
10,14,f|t|t|f,
10,15,f|t|f|t,
10,16,t|f|f|t,
10,17,f|t|t|f,
10,18,t|f|f|t,
10,19,t|t|t|f,
10,20,f|f|t|t,94
10,21,f|t|f|f,95
11,0,f|f|f|t,
11,1,t|f|t|f,
11,2,t|f|t|f,
11,3,f|t|t|f,
11,4,f|t|f|t,
11,5,f|f|t|t,
11,6,f|t|t|f,
11,7,f|t|f|t,
11,8,f|f|t|t,
11,9,t|t|f|f,
11,10,f|t|f|t,
11,11,f|f|t|t,
11,12,t|f|f|f,
11,13,t|t|f|f,
11,14,t|f|f|t,
11,15,f|t|t|f,
11,16,f|f|t|t,
11,17,t|t|f|f,
11,18,f|f|f|t,99
11,19,t|f|t|f,98
11,20,t|f|t|f,97
11,21,f|t|t|f,96
12,0,f|f|t|t,
12,1,t|f|t|f,
12,2,t|t|f|f,
12,3,t|t|f|t,
12,4,f|t|f|t,
12,5,t|f|f|t,
12,6,t|f|f|f,
12,7,f|f|f|f,
12,8,t|t|t|f,
12,9,f|t|f|t,
12,10,f|f|t|t,
12,11,t|t|f|f,
12,12,f|t|t|t,
12,13,f|f|t|t,
12,14,f|t|f|f,
12,15,t|f|f|t,
12,16,t|f|t|f,
12,17,f|t|t|f,
12,18,f|t|f|t,100
12,19,t|f|t|t,
12,20,t|f|f|f,104
12,21,t|t|f|f,105
13,0,t|f|f|t,
13,1,t|t|t|f,
13,2,f|t|f|t,
13,3,f|f|t|t,
13,4,f|f|f|f,
13,5,f|t|t|f,
13,6,f|t|t|t,
13,7,f|f|f|t,
13,8,t|t|f|f,
13,9,f|t|f|t,
13,10,t|t|f|t,
13,11,f|f|t|t,
13,12,t|f|t|f,
13,13,t|t|f|f,
13,14,f|t|f|t,
13,15,f|f|t|t,
13,16,t|f|t|f,
13,17,t|t|f|f,
13,18,f|f|t|t,101
13,19,t|f|t|f,102
13,20,f|t|t|f,103
13,21,f|t|f|t,106
14,0,f|f|t|t,
14,1,t|t|f|f,
14,2,f|f|t|t,
14,3,t|t|f|f,
14,4,f|t|t|t,
14,5,t|f|f|t,
14,6,t|t|f|f,
14,7,f|t|f|t,
14,8,f|t|f|t,
14,9,f|t|f|t,
14,10,f|t|f|t,
14,11,t|f|f|t,
14,12,t|f|t|f,
14,13,f|t|t|f,
14,14,f|f|f|t,
14,15,t|f|t|f,
14,16,t|t|t|f,
14,17,f|f|t|t,
14,18,t|t|f|f,
14,19,t|t|f|t,
14,20,t|f|f|t,108
14,21,f|t|t|f,107
15,0,t|f|f|t,
15,1,f|f|t|f,
15,2,t|t|t|f,
15,3,f|t|f|t,
15,4,t|f|f|t,
15,5,f|t|t|f,
15,6,f|f|t|t,
15,7,f|t|t|f,
15,8,f|t|f|t,
15,9,f|t|f|t,
15,10,f|t|f|t,
15,11,f|f|t|t,
15,12,t|t|f|f,
15,13,t|f|t|t,
15,14,f|t|f|f,
15,15,t|f|f|t,
15,16,t|f|t|f,
15,17,t|f|t|f,
15,18,f|t|t|f,
15,19,f|f|f|t,110
15,20,f|t|t|f,109
15,21,t|t|f|t,
16,0,f|f|f|t,
16,1,t|f|t|f,
16,2,t|f|t|f,
16,3,f|t|t|f,
16,4,f|f|f|t,
16,5,t|f|t|f,
16,6,t|t|f|f,
16,7,t|t|f|t,
16,8,f|f|t|t,
16,9,f|t|t|f,
16,10,f|f|f|t,
16,11,t|t|f|f,
16,12,f|f|t|t,
16,13,t|t|f|f,
16,14,f|t|f|t,
16,15,f|t|f|t,
16,16,t|t|f|t,
