row,col,walls,solutionIndex
0,0,t|t|f|t,0
0,1,t|f|f|t,3
0,2,t|f|t|f,4
0,3,t|f|t|f,5
0,4,t|f|t|f,6
0,5,t|f|f|f,7
0,6,t|f|f|f,
0,7,t|t|t|f,
0,8,t|f|f|t,
0,9,t|f|t|f,
0,10,t|f|t|f,
0,11,t|f|t|f,
0,12,t|f|t|f,
0,13,t|f|f|f,
0,14,t|t|f|f,
0,15,t|f|f|t,
0,16,t|f|t|f,
0,17,t|f|t|f,
0,18,t|f|f|f,
0,19,t|f|t|f,
0,20,t|f|t|f,
0,21,t|f|f|f,
0,22,t|f|t|f,
0,23,t|t|t|f,
0,24,t|f|f|t,
0,25,t|f|t|f,
0,26,t|f|t|f,
0,27,t|f|f|f,
0,28,t|t|f|f,
1,0,f|f|f|t,1
1,1,f|t|t|f,2
1,2,t|t|f|t,
1,3,t|f|f|t,10
1,4,t|f|t|f,9
1,5,f|t|t|f,8
1,6,f|f|f|t,
1,7,t|t|f|f,
1,8,f|f|t|t,
1,9,t|t|f|f,
1,10,t|f|t|t,
1,11,t|f|t|f,
1,12,t|t|f|f,
1,13,f|t|f|t,
1,14,f|t|f|t,
1,15,f|f|t|t,
1,16,t|f|t|f,
1,17,t|t|f|f,
1,18,f|f|t|t,
1,19,t|f|t|f,
1,20,t|t|f|f,
1,21,f|t|t|t,
1,22,t|f|f|t,
1,23,t|t|f|f,
1,24,f|f|t|t,
1,25,t|t|f|f,
1,26,t|t|f|t,
1,27,f|t|f|t,
1,28,f|t|t|t,
2,0,f|f|f|t,
2,1,t|f|t|f,
2,2,f|t|t|f,
2,3,f|f|t|t,11
2,4,t|f|t|f,12
2,5,t|t|f|f,13
2,6,f|t|f|t,
2,7,f|t|f|t,
2,8,t|f|f|t,
2,9,f|t|t|f,
2,10,t|f|f|t,
2,11,t|f|t|f,
2,12,f|t|f|f,
2,13,f|t|f|t,
2,14,f|f|t|t,
2,15,t|f|t|f,
2,16,t|t|t|f,
2,17,f|f|f|t,
2,18,t|t|t|f,
2,19,t|f|f|t,
