row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|t|f|f,1
0,2,t|f|f|t,
0,3,t|f|t|f,
0,4,t|f|f|f,
0,5,t|f|t|f,
0,6,t|t|t|f,
0,7,t|f|f|t,
0,8,t|t|f|f,
1,0,t|t|f|t,
1,1,f|t|f|t,2
1,2,f|f|t|t,
1,3,t|t|t|f,
1,4,f|f|f|t,
1,5,t|f|t|f,
1,6,t|f|t|f,
1,7,f|t|t|f,
1,8,f|t|f|t,
2,0,f|t|f|t,
2,1,f|t|f|t,3
2,2,t|f|f|t,6
2,3,t|t|f|f,7
2,4,f|t|f|t,
2,5,t|f|f|t,
2,6,t|f|t|f,
2,7,t|f|t|f,
2,8,f|t|f|f,
3,0,f|t|f|t,
3,1,f|f|t|t,4
3,2,f|t|t|f,5
3,3,f|t|f|t,8
3,4,f|t|f|t,
3,5,f|t|f|t,
3,6,t|f|f|t,
3,7,t|t|t|f,
3,8,f|t|f|t,
4,0,f|t|f|t,
4,1,t|f|f|t,11
4,2,t|f|t|f,10
4,3,f|t|t|f,9
4,4,f|t|f|t,
4,5,f|t|f|t,
4,6,f|f|f|t,
4,7,t|f|t|f,
4,8,f|t|t|f,
5,0,f|t|f|t,
5,1,f|f|t|t,12
5,2,t|f|t|f,13
5,3,t|t|f|f,14
5,4,f|t|f|t,
5,5,f|t|f|t,
5,6,f|t|t|t,
5,7,t|f|f|t,
5,8,t|t|f|f,
6,0,f|f|t|t,
6,1,t|t|f|f,
6,2,t|f|f|t,16
6,3,f|t|t|f,15
6,4,f|t|f|t,
6,5,f|f|t|t,
6,6,t|f|t|f,
6,7,f|t|t|f,
6,8,f|t|f|t,
7,0,t|f|f|t,
7,1,f|t|t|f,
7,2,f|f|t|t,17
7,3,t|t|f|f,18
7,4,f|t|t|t,
7,5,t|f|f|t,22
7,6,t|f|t|f,23
7,7,t|t|f|f,24
7,8,f|t|f|t,
8,0,f|f|t|t,
8,1,t|f|t|f,
8,2,t|f|t|f,
8,3,f|f|t|f,19
8,4,t|f|t|f,20
8,5,f|t|t|f,21
8,6,t|f|t|t,
8,7,f|f|t|f,25
8,8,f|t|t|f,26
