row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|t|f|f,2
0,3,t|f|f|t,21
0,4,t|t|f|f,22
0,5,t|t|f|t,
1,0,t|f|f|t,5
1,1,t|f|t|f,4
1,2,f|t|t|f,3
1,3,f|t|f|t,20
1,4,f|f|t|t,23
1,5,f|t|f|f,24
2,0,f|t|f|t,6
2,1,t|f|t|t,
2,2,t|f|f|f,18
2,3,f|t|t|f,19
2,4,t|t|f|t,
2,5,f|t|f|t,25
3,0,f|t|f|t,7
3,1,t|f|f|t,16
3,2,f|t|t|f,17
3,3,t|f|t|t,
3,4,f|f|f|f,27
3,5,f|t|t|f,26
4,0,f|t|f|t,8
4,1,f|f|t|t,15
4,2,t|f|t|f,14
4,3,t|t|f|f,13
4,4,f|t|f|t,28
4,5,t|t|f|t,
5,0,f|f|t|t,9
5,1,t|f|t|f,10
5,2,t|f|t|f,11
5,3,f|t|t|f,12
5,4,f|f|t|t,29
5,5,f|t|t|f,30
