row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|f|t|f,2
0,3,t|f|t|f,3
0,4,t|f|t|f,4
0,5,t|t|f|f,5
0,6,t|f|f|t,
0,7,t|f|t|f,
0,8,t|t|t|f,
1,0,t|f|f|t,
1,1,t|f|t|f,
1,2,t|f|f|f,
1,3,t|t|t|f,
1,4,t|f|f|t,7
1,5,f|t|t|f,6
1,6,f|f|f|t,
1,7,t|f|t|f,
1,8,t|t|f|f,
2,0,f|f|t|t,
2,1,t|t|f|f,
2,2,f|t|t|t,
2,3,t|f|f|t,9
2,4,f|t|t|f,8
2,5,t|t|f|t,
2,6,f|t|f|t,
2,7,t|t|f|t,
2,8,f|t|f|t,
3,0,t|f|f|t,
3,1,f|t|t|f,
3,2,t|f|f|t,11
3,3,f|t|t|f,10
3,4,t|f|f|t,
3,5,f|t|t|f,
3,6,f|f|f|t,
3,7,f|t|t|f,
3,8,f|t|f|t,
4,0,f|f|f|t,14
4,1,t|f|t|f,13
4,2,f|t|t|f,12
4,3,t|f|f|t,
4,4,f|f|t|f,
4,5,t|f|t|f,
4,6,f|t|f|f,
4,7,t|f|f|t,
4,8,f|t|t|f,
5,0,f|f|t|t,15
5,1,t|f|t|f,16
5,2,t|t|f|f,17
5,3,f|t|t|t,
5,4,t|f|f|t,21
5,5,t|t|f|f,22
5,6,f|t|f|t,
5,7,f|f|t|t,
5,8,t|t|f|f,
6,0,t|f|t|t,
6,1,t|t|f|f,
6,2,f|f|t|t,18
6,3,t|f|t|f,19
6,4,f|t|t|f,20
6,5,f|t|f|t,23
6,6,f|t|t|t,
6,7,t|f|f|t,29
6,8,f|t|f|f,30
7,0,t|f|f|t,
7,1,f|t|t|f,
7,2,t|f|f|t,
7,3,t|f|f|f,
7,4,t|t|t|f,
7,5,f|f|t|t,24
7,6,t|t|f|f,25
7,7,f|t|f|t,28
7,8,f|t|f|t,31
8,0,f|f|t|t,
8,1,t|f|t|f,
8,2,f|t|t|f,
8,3,f|f|t|t,
8,4,t|f|t|f,
8,5,t|f|t|f,
8,6,f|f|t|f,26
8,7,f|t|t|f,27
8,8,f|t|t|t,32
