row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|f|t|f,2
0,3,t|t|f|f,3
0,4,t|f|t|t,
0,5,t|f|f|f,
0,6,t|f|t|f,
0,7,t|t|f|f,
0,8,t|f|t|t,
0,9,t|t|f|f,
1,0,t|f|f|t,9
1,1,t|f|t|f,8
1,2,t|t|f|f,7
1,3,f|t|f|t,4
1,4,t|f|f|t,
1,5,f|t|t|f,
1,6,t|t|f|t,
1,7,f|f|t|t,
1,8,t|f|t|f,
1,9,f|t|f|f,
2,0,f|t|f|t,10
2,1,t|t|f|t,
2,2,f|f|t|t,6
2,3,f|t|t|f,5
2,4,f|t|f|t,
2,5,t|f|f|t,
2,6,f|f|t|f,
2,7,t|f|t|f,
2,8,t|f|t|f,
2,9,f|t|f|f,
3,0,f|t|f|t,11
3,1,f|f|t|t,
3,2,t|f|t|f,
3,3,t|f|t|f,
3,4,f|t|f|f,
3,5,f|f|t|t,
3,6,t|t|t|f,
3,7,t|f|f|t,
3,8,t|t|f|f,
3,9,f|t|t|t,
4,0,f|t|f|t,12
4,1,t|f|f|t,15
4,2,t|f|t|f,16
4,3,t|t|f|f,17
4,4,f|f|f|t,
4,5,t|f|t|f,
4,6,t|f|t|f,
4,7,f|t|t|f,
4,8,f|f|t|t,
4,9,t|t|f|f,
5,0,f|f|t|t,13
5,1,f|t|t|f,14
5,2,t|f|f|t,19
5,3,f|t|t|f,18
5,4,f|f|t|t,
5,5,t|t|f|f,
5,6,t|f|f|t,33
5,7,t|f|t|f,34
5,8,t|f|t|f,35
5,9,f|t|f|f,36
6,0,t|f|f|t,
6,1,t|t|t|f,
6,2,f|f|t|t,20
6,3,t|t|f|f,21
6,4,t|f|t|t,
6,5,f|t|t|f,
6,6,f|t|f|t,32
6,7,t|f|t|t,
6,8,t|t|f|f,
6,9,f|t|f|t,37
7,0,f|f|f|t,
7,1,t|f|f|f,
7,2,t|t|t|f,
7,3,f|f|t|t,22
7,4,t|t|f|f,23
7,5,t|f|f|t,30
7,6,f|t|t|f,31
7,7,t|f|f|t,
7,8,f|t|t|f,
7,9,f|t|f|t,38
8,0,f|t|f|t,
8,1,f|f|t|t,
8,2,t|t|f|f,
8,3,t|f|f|t,25
8,4,f|t|t|f,24
8,5,f|t|f|t,29
8,6,t|f|f|t,
8,7,f|t|t|f,
8,8,t|f|f|t,40
8,9,f|t|t|f,39
9,0,f|f|t|t,
9,1,t|t|t|f,
9,2,f|f|t|t,
9,3,f|f|t|f,26
9,4,t|f|t|f,27
9,5,f|t|t|f,28
9,6,f|f|t|t,
9,7,t|f|t|f,
9,8,f|f|t|f,41
9,9,t|t|t|f,42
