row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|t|f|f,1
0,2,t|f|t|t,
0,3,t|f|t|f,
0,4,t|f|f|f,8
0,5,t|f|t|f,9
0,6,t|f|t|f,10
0,7,t|f|t|f,11
0,8,t|t|f|f,12
1,0,t|t|f|t,
1,1,f|f|t|t,2
1,2,t|f|t|f,3
1,3,t|t|f|f,4
1,4,f|t|f|t,7
1,5,t|f|f|t,18
1,6,t|t|f|f,17
1,7,t|f|f|t,14
1,8,f|t|t|f,13
2,0,f|f|f|t,
2,1,t|f|t|f,
2,2,t|t|f|f,
2,3,f|f|t|t,5
2,4,f|t|t|f,6
2,5,f|t|f|t,19
2,6,f|f|t|t,16
2,7,f|t|t|f,15
2,8,t|t|f|t,
3,0,f|t|f|t,
3,1,t|t|f|t,
3,2,f|t|f|t,
3,3,t|f|f|t,
3,4,t|t|f|f,
3,5,f|f|t|t,20
3,6,t|t|f|f,21
3,7,t|f|f|t,24
3,8,f|t|f|f,25
4,0,f|t|f|t,
4,1,f|f|f|t,
4,2,f|f|t|f,
4,3,f|t|t|f,
4,4,f|t|f|t,
4,5,t|t|f|t,
4,6,f|f|t|t,22
4,7,f|t|t|f,23
4,8,f|t|f|t,26
5,0,f|t|f|t,
5,1,f|t|t|t,
5,2,t|f|f|t,
5,3,t|t|f|f,
5,4,f|f|t|t,
5,5,f|t|f|f,
5,6,t|t|f|t,
5,7,t|f|f|t,28
5,8,f|t|t|f,27
6,0,f|t|f|t,
6,1,t|f|f|t,
6,2,f|t|t|f,
6,3,f|t|f|t,
6,4,t|f|t|t,
6,5,f|f|t|f,
6,6,f|t|f|f,
6,7,f|t|f|t,29
6,8,t|t|f|t,
7,0,f|f|f|t,
7,1,f|t|t|f,
7,2,t|f|f|t,
7,3,f|t|t|f,
7,4,t|f|f|t,
7,5,t|t|f|f,
7,6,f|t|t|t,
7,7,f|f|t|t,30
7,8,f|t|f|f,31
8,0,f|f|t|t,
8,1,t|t|t|f,
8,2,f|f|t|t,
8,3,t|f|t|f,
8,4,f|t|t|f,
8,5,f|f|t|t,
8,6,t|f|t|f,
8,7,t|f|t|f,
8,8,f|t|t|f,32
