row,col,walls,solutionIndex
0,0,t|t|f|t,0
0,1,t|f|t|t,
0,2,t|f|t|f,
0,3,t|f|t|f,
0,4,t|f|f|f,6
0,5,t|f|t|f,7
0,6,t|t|f|f,8
0,7,t|f|t|t,
0,8,t|f|t|f,
0,9,t|f|f|f,
0,10,t|t|f|f,
1,0,f|f|t|t,1
1,1,t|f|t|f,2
1,2,t|f|t|f,3
1,3,t|f|f|f,4
1,4,f|t|t|f,5
1,5,t|t|f|t,
1,6,f|f|t|t,9
1,7,t|f|t|f,10
1,8,t|t|f|f,11
1,9,f|t|f|t,
1,10,f|t|t|t,
2,0,t|f|f|t,
2,1,t|f|t|f,
2,2,t|t|f|f,
2,3,f|f|f|t,
2,4,t|f|t|f,
2,5,f|f|f|f,
2,6,t|t|f|f,
2,7,t|f|f|t,13
2,8,f|t|t|f,12
2,9,f|f|f|t,
2,10,t|t|f|f,
3,0,f|t|f|t,
3,1,t|f|f|t,
3,2,f|t|t|f,
3,3,f|t|f|t,
3,4,t|t|f|t,
3,5,f|t|f|t,
3,6,f|t|f|t,
3,7,f|f|t|t,14
3,8,t|t|f|f,15
3,9,f|t|f|t,
3,10,f|t|f|t,
4,0,f|t|f|t,
4,1,f|t|f|t,
4,2,t|f|f|t,
4,3,f|t|t|f,
4,4,f|t|f|t,
4,5,f|t|f|t,
4,6,f|t|f|t,
4,7,t|t|f|t,
4,8,f|t|f|t,16
4,9,f|t|f|t,
4,10,f|t|f|t,
5,0,f|t|f|t,
5,1,f|f|t|t,
5,2,f|t|t|f,
5,3,t|f|f|t,
5,4,f|t|f|f,
5,5,f|t|f|t,
5,6,f|f|t|t,
5,7,f|t|t|f,
5,8,f|t|f|t,17
5,9,f|t|t|t,
5,10,f|t|f|t,
6,0,f|f|f|t,
6,1,t|f|t|f,
6,2,t|f|t|f,
6,3,f|t|t|f,
6,4,f|t|t|t,
6,5,f|f|t|t,
6,6,t|f|t|f,
6,7,t|t|f|f,
6,8,f|f|t|t,18
6,9,t|t|f|f,19
6,10,f|t|f|t,
7,0,f|t|f|t,
7,1,t|f|f|t,
7,2,t|f|t|f,
7,3,t|t|f|f,
7,4,t|f|f|t,
7,5,t|f|t|f,
7,6,t|f|t|f,
7,7,f|f|t|f,
7,8,t|t|f|f,
7,9,f|t|f|t,20
7,10,f|t|f|t,
8,0,f|t|t|t,
8,1,f|t|f|t,
8,2,t|f|f|t,
8,3,f|f|t|f,
8,4,f|t|t|f,
8,5,t|f|t|t,
8,6,t|f|t|f,
8,7,t|f|t|f,
8,8,f|t|t|f,
8,9,f|f|t|t,21
8,10,f|t|f|f,22
9,0,t|f|f|t,
9,1,f|t|t|f,
9,2,f|f|t|t,
9,3,t|t|t|f,
9,4,t|f|f|t,
9,5,t|t|f|f,
9,6,t|f|f|t,27
9,7,t|f|t|f,26
9,8,t|f|t|f,25
9,9,t|f|t|f,24
9,10,f|t|t|f,23
10,0,f|f|t|t,
10,1,t|f|t|f,
10,2,t|f|t|f,
10,3,t|f|t|f,
10,4,f|t|t|f,
10,5,f|f|t|t,
10,6,f|f|t|f,28
10,7,t|f|t|f,29
10,8,t|f|t|f,30
10,9,t|f|t|f,31
10,10,t|t|t|f,32
