row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|f|t|f,2
0,3,t|t|f|f,3
0,4,t|f|t|t,
0,5,t|t|f|f,
1,0,t|f|f|t,
1,1,t|t|t|f,
1,2,t|f|f|t,5
1,3,f|t|t|f,4
1,4,t|f|f|t,
1,5,f|t|t|f,
2,0,f|t|f|t,
2,1,t|f|f|t,7
2,2,f|t|t|f,6
2,3,t|t|f|t,
2,4,f|f|f|t,
2,5,t|t|f|f,
3,0,f|t|f|t,
3,1,f|f|t|t,8
3,2,t|t|f|f,9
3,3,f|f|f|t,
3,4,f|t|t|f,
3,5,f|t|f|t,
4,0,f|t|f|t,
4,1,t|f|f|t,11
4,2,f|t|t|f,10
4,3,f|f|t|t,
4,4,t|t|t|f,
4,5,f|t|f|t,
5,0,f|f|t|t,
5,1,f|f|t|f,12
5,2,t|f|t|f,13
5,3,t|f|t|f,14
5,4,t|f|t|f,15
5,5,f|t|t|f,16
