row,col,walls,solutionIndex
0,0,t|f|f|t,0
0,1,t|f|t|f,1
0,2,t|f|t|f,2
0,3,t|f|f|f,3
0,4,t|f|t|f,4
0,5,t|f|t|f,5
0,6,t|f|f|f,6
0,7,t|f|t|f,7
0,8,t|f|t|f,8
0,9,t|f|f|f,9
0,10,t|t|f|f,
0,11,t|f|f|t,
0,12,t|f|f|f,
0,13,t|t|f|f,
0,14,t|f|f|t,
0,15,t|t|f|f,
0,16,t|t|f|t,
0,17,t|f|f|t,
0,18,t|f|t|f,
0,19,t|f|f|f,
0,20,t|f|t|f,
0,21,t|f|t|f,
0,22,t|f|t|f,
0,23,t|t|f|f,
0,24,t|f|f|t,
0,25,t|t|f|f,
0,26,t|f|f|t,
0,27,t|t|f|f,
1,0,f|t|f|t,
1,1,t|f|f|t,
1,2,t|f|t|f,
1,3,f|t|t|f,
1,4,t|t|f|t,
1,5,t|f|f|t,
1,6,f|t|t|f,
1,7,t|f|f|t,
1,8,t|t|f|f,
1,9,f|t|f|t,10
1,10,f|f|t|t,
1,11,f|t|t|f,
1,12,f|t|f|t,
1,13,f|f|t|t,
1,14,f|t|t|f,
1,15,f|t|f|t,
1,16,f|f|t|t,
1,17,f|f|t|f,
1,18,t|t|f|f,
1,19,f|f|t|t,
1,20,t|t|f|f,
1,21,t|f|f|t,
1,22,t|t|f|f,
1,23,f|f|t|t,
1,24,f|t|t|f,
1,25,f|t|f|t,
1,26,f|t|f|t,
1,27,f|t|f|t,
2,0,f|f|t|t,
2,1,f|t|t|f,
2,2,t|f|t|t,
2,3,t|t|f|f,
2,4,f|f|f|t,
2,5,f|t|t|f,
2,6,t|f|f|t,
2,7,f|t|f|f,
2,8,f|t|f|t,
2,9,f|f|t|t,11
2,10,t|t|f|f,12
2,11,t|t|f|t,
2,12,f|t|f|t,
2,13,t|f|t|t,
2,14,t|f|t|f,
2,15,f|f|t|f,
2,16,t|f|t|f,
2,17,t|t|f|f,
2,18,f|t|t|t,
2,19,t|f|f|t,
2,20,f|t|f|f,
2,21,f|t|f|t,
2,22,f|t|f|t,
2,23,t|f|f|t,
2,24,t|t|t|f,
2,25,f|t|f|t,
2,26,f|t|t|t,
2,27,f|t|f|t,
3,0,t|f|f|t,
3,1,t|f|t|f,
3,2,t|f|t|f,
3,3,f|t|t|f,
3,4,f|f|t|t,
3,5,t|t|f|f,
3,6,f|t|t|t,
3,7,f|t|f|t,
3,8,f|t|f|t,
3,9,t|f|t|t,
3,10,f|t|f|f,13
3,11,f|t|f|t,
3,12,f|t|f|t,
3,13,t|f|f|t,
3,14,t|f|t|f,
3,15,t|f|t|f,
3,16,t|t|f|f,
3,17,f|f|t|t,
3,18,t|f|t|f,
3,19,f|t|t|f,
3,20,f|t|t|t,
3,21,f|t|f|t,
3,22,f|t|f|t,
3,23,f|t|f|t,
3,24,t|f|f|t,
3,25,f|t|t|f,
3,26,t|f|f|t,
3,27,f|t|f|f,
4,0,f|f|f|t,
4,1,t|f|t|f,
4,2,t|f|t|f,
4,3,t|f|t|f,
4,4,t|t|f|f,
4,5,f|f|t|t,
4,6,t|t|f|f,
4,7,f|t|f|t,
4,8,f|f|t|t,
4,9,t|t|f|f,
4,10,f|t|f|t,14
4,11,f|t|f|t,
4,12,f|f|t|t,
4,13,f|t|t|f,
4,14,t|f|f|t,
4,15,t|t|f|f,
4,16,f|f|t|t,
4,17,t|f|t|f,
4,18,t|f|t|f,
4,19,t|f|t|f,
4,20,t|f|t|f,
4,21,f|t|t|f,
4,22,f|t|f|t,
4,23,f|f|f|t,
4,24,f|t|t|f,
4,25,t|f|f|t,
4,26,f|t|f|f,
4,27,f|t|f|t,
5,0,f|f|t|t,
5,1,t|f|t|f,
5,2,t|t|f|f,
5,3,t|f|f|t,
5,4,f|f|t|f,
5,5,t|t|f|f,
5,6,f|f|t|t,
5,7,f|t|t|f,
5,8,t|t|f|t,
5,9,f|f|f|t,16
5,10,f|f|t|f,15
5,11,f|f|t|f,
5,12,t|f|t|f,
5,13,t|f|t|f,
5,14,f|t|t|f,
5,15,f|f|t|t,
5,16,t|t|f|f,
5,17,t|f|f|t,
5,18,t|f|t|f,
5,19,t|f|t|f,
5,20,t|t|f|f,
5,21,t|f|f|t,
5,22,f|t|t|f,
5,23,f|f|t|t,
5,24,t|t|f|f,
5,25,f|t|t|t,
5,26,f|t|f|t,
5,27,f|t|f|t,
6,0,t|f|f|t,
6,1,t|t|f|f,
6,2,f|t|f|t,
6,3,f|t|f|t,
6,4,t|f|t|t,
6,5,f|f|t|f,
6,6,t|f|t|f,
6,7,t|f|t|f,
6,8,f|t|t|f,
6,9,f|t|f|t,17
6,10,t|f|f|t,
6,11,t|t|f|f,
6,12,t|f|f|t,
6,13,t|f|t|f,
6,14,t|f|f|f,
6,15,t|t|f|f,
6,16,f|f|t|t,
6,17,f|t|t|f,
6,18,t|f|f|t,
6,19,t|f|t|f,
6,20,f|t|t|f,
6,21,f|t|f|t,
6,22,t|f|t|t,
6,23,t|f|t|f,
6,24,f|t|f|f,
6,25,t|f|f|t,
6,26,f|t|t|f,
6,27,f|t|f|t,
7,0,f|t|f|t,
7,1,f|t|f|t,
7,2,f|t|f|t,
7,3,f|f|t|t,
7,4,t|f|t|f,
7,5,t|f|t|f,
7,6,t|f|t|f,
7,7,t|f|f|f,20
7,8,t|f|t|f,19
7,9,f|t|t|f,18
7,10,f|t|f|t,
7,11,f|t|f|t,
7,12,f|t|f|t,
7,13,t|t|f|t,
7,14,f|t|f|t,
7,15,f|f|t|t,
7,16,t|f|t|f,
7,17,t|t|t|f,
7,18,f|f|t|t,
7,19,t|f|f|f,
7,20,t|t|t|f,
7,21,f|t|f|t,
7,22,t|f|f|t,
7,23,t|t|f|f,
7,24,f|t|f|t,
7,25,f|t|f|t,
7,26,t|f|f|t,
7,27,f|t|t|f,
8,0,f|t|f|t,
8,1,f|t|t|t,
8,2,f|f|t|t,
8,3,t|f|t|f,
8,4,t|f|t|f,
8,5,t|f|t|f,
8,6,t|t|f|f,
8,7,f|f|f|t,21
8,8,t|f|f|f,22
8,9,t|f|t|f,
8,10,f|t|t|f,
8,11,f|t|f|t,
8,12,f|t|f|t,
8,13,f|t|f|t,
8,14,f|f|t|t,
8,15,t|f|t|f,
8,16,t|f|t|f,
8,17,t|f|t|f,
8,18,t|f|t|f,
8,19,f|t|t|f,
8,20,t|f|f|t,
8,21,f|t|t|f,
8,22,f|t|f|t,
8,23,f|t|f|t,
8,24,f|t|f|t,
8,25,f|t|f|t,
8,26,f|t|f|t,
8,27,t|t|f|t,
9,0,f|f|f|t,
9,1,t|f|t|f,
9,2,t|f|f|f,
9,3,t|f|t|f,
9,4,t|f|t|f,
9,5,t|t|t|f,
9,6,f|t|f|t,
9,7,f|t|t|t,
9,8,f|f|f|t,23
9,9,t|t|f|f,24
9,10,t|t|f|t,
9,11,f|t|f|t,
9,12,f|t|f|t,
9,13,f|f|f|t,
9,14,t|t|t|f,
9,15,t|f|f|t,
9,16,t|f|t|f,
9,17,t|f|t|f,
9,18,t|f|t|f,
9,19,t|t|f|f,
9,20,f|t|f|t,
9,21,t|f|f|t,
9,22,f|t|t|f,
9,23,f|t|f|t,
9,24,f|f|t|t,
9,25,f|t|t|f,
9,26,f|f|t|t,
9,27,f|t|f|f,
10,0,f|t|f|t,
10,1,t|f|f|t,
10,2,f|t|t|f,
10,3,t|f|f|t,
10,4,t|f|t|f,
10,5,t|t|f|f,
10,6,f|f|t|t,
10,7,t|t|f|f,
10,8,f|t|t|t,
10,9,f|t|f|t,25
10,10,f|f|f|t,
10,11,f|t|t|f,
10,12,f|t|f|t,
