row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|f|t|f,2
0,3,t|f|t|f,3
0,4,t|f|t|f,4
0,5,t|f|t|f,5
0,6,t|t|f|f,6
0,7,t|f|f|t,
0,8,t|t|t|f,
1,0,t|f|f|t,
1,1,t|f|t|f,
1,2,t|t|f|f,
1,3,t|f|f|t,
1,4,t|f|f|f,
1,5,t|t|t|f,
1,6,f|t|f|t,7
1,7,f|f|t|t,
1,8,t|t|f|f,
2,0,f|f|f|t,
2,1,t|t|f|f,
2,2,f|t|f|t,
2,3,f|t|t|t,
2,4,f|f|t|t,
2,5,t|t|f|f,
2,6,f|f|t|t,8
2,7,t|t|f|f,9
2,8,f|t|f|t,
3,0,f|t|t|t,
3,1,f|t|f|t,
3,2,f|f|t|t,
3,3,t|f|t|f,
3,4,t|t|f|f,
3,5,f|f|f|t,
3,6,t|t|f|f,
3,7,f|f|t|t,10
3,8,f|t|f|f,11
4,0,t|f|f|t,
4,1,f|t|t|f,
4,2,t|f|f|t,
4,3,t|t|f|f,
4,4,f|f|t|t,
4,5,f|t|f|f,
4,6,f|f|t|t,
4,7,t|t|t|f,
4,8,f|t|f|t,12
5,0,f|f|f|t,
5,1,t|f|t|f,
5,2,f|t|t|f,
5,3,f|f|t|t,
5,4,t|t|f|f,
5,5,f|t|f|t,
5,6,t|f|f|t,15
5,7,t|f|t|f,14
5,8,f|t|t|f,13
6,0,f|f|t|t,
6,1,t|f|t|f,
6,2,t|f|t|f,
6,3,t|t|f|f,
6,4,f|t|f|t,
6,5,f|t|t|t,
6,6,f|f|t|t,16
6,7,t|f|t|f,17
6,8,t|t|f|f,18
7,0,t|f|f|t,
7,1,t|t|f|f,
7,2,t|f|f|t,
7,3,f|t|t|f,
7,4,f|f|t|t,
7,5,t|f|t|f,
7,6,t|t|f|f,
7,7,t|f|f|t,20
7,8,f|t|t|f,19
8,0,f|t|t|t,
8,1,f|f|t|t,
8,2,f|f|t|f,
8,3,t|f|t|f,
8,4,t|f|t|f,
8,5,t|t|t|f,
8,6,f|f|t|t,
8,7,f|f|t|f,21
8,8,t|t|t|f,22
