row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|t|f,1
0,2,t|f|t|f,2
0,3,t|t|f|f,3
0,4,t|f|t|t,
0,5,t|f|f|f,7
0,6,t|t|f|f,8
0,7,t|f|f|t,
0,8,t|t|f|f,
0,9,t|t|f|t,
0,10,t|f|f|t,16
0,11,t|f|t|f,17
0,12,t|t|f|f,18
1,0,t|f|f|t,
1,1,t|f|t|f,
1,2,t|t|t|f,
1,3,f|f|t|t,4
1,4,t|f|t|f,5
1,5,f|t|t|f,6
1,6,f|f|f|t,9
1,7,f|t|f|f,10
1,8,f|f|t|t,
1,9,f|t|t|f,
1,10,f|t|f|t,15
1,11,t|f|f|t,20
1,12,f|t|f|f,19
2,0,f|f|f|t,
2,1,t|f|t|f,
2,2,t|f|f|f,
2,3,t|t|t|f,
2,4,t|f|f|t,
2,5,t|f|t|f,
2,6,f|t|t|f,
2,7,f|f|f|t,11
2,8,t|f|t|f,12
2,9,t|f|t|f,13
2,10,f|t|t|f,14
2,11,f|t|f|t,21
2,12,f|t|f|t,
3,0,f|f|f|t,
3,1,t|t|t|f,
3,2,f|t|f|t,
3,3,t|f|f|t,
3,4,f|t|t|f,
3,5,t|t|f|t,
3,6,t|f|f|t,
3,7,f|t|t|f,
3,8,t|t|f|t,
3,9,t|f|f|t,24
3,10,t|f|t|f,23
3,11,f|t|t|f,22
3,12,f|t|f|t,
4,0,f|t|t|t,
4,1,t|f|f|t,
4,2,f|t|f|f,
4,3,f|f|t|t,
4,4,t|t|f|f,
4,5,f|t|f|t,
4,6,f|f|t|t,
4,7,t|f|t|f,
4,8,f|t|f|f,
4,9,f|f|t|t,25
4,10,t|f|t|f,26
4,11,t|t|f|f,27
4,12,f|t|f|t,
5,0,t|f|f|t,
5,1,f|t|t|f,
5,2,f|f|t|t,
5,3,t|t|f|f,
5,4,f|f|f|t,
5,5,f|t|f|f,
5,6,t|f|f|t,
5,7,t|f|t|f,
5,8,f|t|t|f,
5,9,t|f|t|t,
5,10,t|t|f|f,
5,11,f|t|f|t,28
5,12,f|t|t|t,
6,0,f|t|f|t,
6,1,t|f|t|t,
6,2,t|f|f|f,
6,3,f|t|t|f,
6,4,f|t|f|t,
6,5,f|t|f|t,
6,6,f|t|f|t,
6,7,t|f|f|t,
6,8,t|f|t|f,
6,9,t|f|f|f,
6,10,f|t|t|f,
6,11,f|f|t|t,29
6,12,t|t|f|f,30
7,0,f|f|f|t,
7,1,t|t|f|f,
7,2,f|f|f|t,
7,3,t|t|t|f,
7,4,f|t|f|t,
7,5,f|t|f|t,
7,6,f|t|f|t,
7,7,f|f|t|t,
7,8,t|t|t|f,
7,9,f|f|t|t,
7,10,t|f|t|f,
7,11,t|t|f|f,
7,12,f|t|f|t,31
8,0,f|t|f|t,
8,1,f|t|f|t,
8,2,f|t|t|t,
8,3,t|f|f|t,
8,4,f|t|t|f,
8,5,f|f|t|t,
8,6,f|f|f|f,
8,7,t|f|t|f,
8,8,t|f|t|f,
8,9,t|f|t|f,
8,10,t|t|f|f,
8,11,f|t|f|t,
8,12,f|t|f|t,32
9,0,f|t|f|t,
9,1,f|f|t|t,
9,2,t|f|t|f,
9,3,f|t|t|f,
9,4,t|f|f|t,
9,5,t|f|t|f,
9,6,f|f|t|f,
9,7,t|f|t|f,
9,8,t|t|f|f,
9,9,t|f|t|t,
9,10,f|f|t|f,
9,11,f|t|t|f,
9,12,f|t|f|t,33
10,0,f|t|f|t,
10,1,t|f|t|t,
10,2,t|f|t|f,
10,3,t|f|f|f,
10,4,f|t|t|f,
10,5,t|f|f|t,
10,6,t|t|t|f,
10,7,t|f|f|t,
10,8,f|t|t|f,
10,9,t|f|f|t,
10,10,t|f|t|f,
10,11,t|t|f|f,
10,12,f|t|f|t,34
11,0,f|f|t|t,
11,1,t|t|f|f,
11,2,t|f|f|t,
11,3,f|t|t|f,
11,4,t|f|f|t,
11,5,f|t|t|f,
11,6,t|f|f|t,
11,7,f|t|t|f,
11,8,t|f|t|t,
11,9,f|t|f|f,
11,10,t|t|f|t,
11,11,f|f|t|t,
11,12,f|t|f|f,35
12,0,t|f|t|t,
12,1,f|f|t|f,
12,2,f|t|t|f,
12,3,t|f|t|t,
12,4,f|f|t|f,
12,5,t|f|t|f,
12,6,f|f|t|f,
12,7,t|f|t|f,
12,8,t|f|t|f,
12,9,f|t|t|f,
12,10,f|f|t|t,
12,11,t|f|t|f,
12,12,f|t|t|f,36
