row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|f|f|f,1
0,2,t|t|f|f,2
0,3,t|f|f|t,
0,4,t|f|t|f,
0,5,t|t|t|f,
0,6,t|f|f|t,
0,7,t|f|f|f,
0,8,t|t|f|f,
0,9,t|f|f|t,
0,10,t|t|t|f,
0,11,t|f|f|t,
0,12,t|f|t|f,
0,13,t|f|t|f,
0,14,t|t|f|f,
0,15,t|f|f|t,
0,16,t|f|f|f,
0,17,t|f|t|f,
0,18,t|f|t|f,
0,19,t|t|f|f,
1,0,t|f|f|t,
1,1,f|t|f|f,
1,2,f|t|f|t,3
1,3,f|f|f|t,
1,4,t|f|t|f,
1,5,t|t|f|f,
1,6,f|t|f|t,
1,7,f|t|f|t,
1,8,f|t|f|t,
1,9,f|f|t|t,
1,10,t|f|t|f,
1,11,f|f|t|f,
1,12,t|t|f|f,
1,13,t|t|f|t,
1,14,f|t|f|t,
1,15,f|t|f|t,
1,16,f|f|t|t,
1,17,t|f|t|f,
1,18,t|t|f|f,
1,19,f|t|f|t,
2,0,f|t|t|t,
2,1,f|t|f|t,
2,2,f|t|f|t,4
2,3,f|f|t|t,
2,4,t|t|f|f,
2,5,f|t|f|t,
2,6,f|t|f|t,
2,7,f|t|f|t,
2,8,f|f|t|t,
2,9,t|f|t|f,
2,10,t|f|t|f,
2,11,t|t|f|f,
2,12,f|f|t|t,
2,13,f|t|t|f,
2,14,f|f|t|t,
2,15,f|f|t|f,
2,16,t|f|f|f,
2,17,t|t|t|f,
2,18,f|t|f|t,
2,19,f|t|f|t,
3,0,t|f|f|t,
3,1,f|t|t|f,
3,2,f|f|t|t,5
3,3,t|t|f|f,6
3,4,f|t|t|t,
3,5,f|t|f|t,
3,6,f|t|f|t,
3,7,f|f|t|t,
3,8,t|t|f|f,
3,9,t|f|t|t,
3,10,t|f|t|f,
3,11,f|f|t|f,
3,12,t|f|t|f,
3,13,t|f|t|f,
3,14,t|t|f|f,
3,15,t|f|f|t,
3,16,f|t|t|f,
3,17,t|f|f|t,
3,18,f|t|t|f,
3,19,f|t|t|t,
4,0,f|t|f|t,
4,1,t|f|f|t,
4,2,t|t|f|f,
4,3,f|f|t|t,7
4,4,t|t|f|f,8
4,5,f|f|t|t,
4,6,f|f|f|f,
4,7,t|t|t|f,
4,8,f|f|t|t,
4,9,t|f|t|f,
4,10,t|t|f|f,
4,11,t|f|t|t,
4,12,t|t|f|f,
4,13,t|f|f|t,
4,14,f|t|t|f,
4,15,f|t|f|t,
4,16,t|t|f|t,
4,17,f|t|f|t,
4,18,t|f|f|t,
4,19,t|t|f|f,
5,0,f|f|f|t,
5,1,f|t|t|f,
5,2,f|f|f|t,
5,3,t|t|t|f,
5,4,f|f|t|t,9
5,5,t|t|f|f,10
5,6,f|t|t|t,
5,7,t|f|f|t,
5,8,t|t|f|f,
5,9,t|f|f|t,
5,10,f|t|t|f,
5,11,t|f|f|t,
5,12,f|t|t|f,
5,13,f|f|t|t,
5,14,t|t|f|f,
5,15,f|f|t|t,
5,16,f|t|f|f,
5,17,f|f|t|t,
5,18,f|t|t|f,
5,19,f|t|f|t,
6,0,f|f|t|t,
6,1,t|t|f|f,
6,2,f|f|t|t,
6,3,t|f|t|f,
6,4,t|t|f|f,
6,5,f|t|f|t,11
6,6,t|f|f|t,
6,7,f|t|t|f,
6,8,f|f|t|t,
6,9,f|t|t|f,
6,10,t|f|f|t,
6,11,f|f|t|f,
6,12,t|f|f|f,
6,13,t|t|t|f,
6,14,f|t|f|t,
6,15,t|f|t|t,
6,16,f|f|t|f,
6,17,t|f|t|f,
6,18,t|t|f|f,
6,19,f|t|f|t,
7,0,t|f|f|t,
7,1,f|t|t|f,
7,2,t|f|f|t,17
7,3,t|f|t|f,16
7,4,f|t|f|f,15
7,5,f|t|f|t,12
7,6,f|f|t|t,
7,7,t|f|t|f,
7,8,t|t|f|f,
7,9,t|f|t|t,
7,10,f|f|t|f,
7,11,t|t|t|f,
7,12,f|f|t|t,
7,13,t|t|f|f,
7,14,f|f|t|t,
7,15,t|f|t|f,
7,16,t|t|f|f,
7,17,t|f|f|t,
7,18,f|t|t|f,
7,19,f|t|f|t,
8,0,f|t|t|t,
8,1,t|f|f|t,19
8,2,f|t|t|f,18
8,3,t|f|f|t,
8,4,f|f|t|f,14
8,5,f|f|t|f,13
8,6,t|t|f|f,
8,7,t|f|f|t,
8,8,f|t|t|f,
8,9,t|f|f|t,
8,10,t|f|t|f,
8,11,t|f|f|f,
8,12,t|f|t|f,
8,13,f|t|t|f,
8,14,t|f|f|t,
8,15,t|t|f|f,
8,16,f|t|f|t,
8,17,f|f|t|t,
8,18,t|t|t|f,
8,19,f|t|f|t,
9,0,t|f|f|t,21
9,1,f|t|t|f,20
9,2,t|f|f|t,
9,3,f|t|t|f,
9,4,t|f|f|t,
9,5,t|t|f|f,
9,6,f|t|f|t,
9,7,f|f|f|t,
9,8,t|t|f|f,
9,9,f|t|f|t,
9,10,t|f|t|t,
9,11,f|t|t|f,
9,12,t|f|f|t,
9,13,t|t|f|f,
9,14,f|t|f|t,
9,15,f|t|f|t,
9,16,f|f|t|t,
9,17,t|f|t|f,
9,18,t|t|f|f,
9,19,f|t|f|t,
10,0,f|f|t|t,22
10,1,t|t|f|f,23
10,2,f|f|t|t,
10,3,t|f|t|f,
10,4,f|t|t|f,
10,5,f|f|f|t,
10,6,f|t|f|f,
10,7,f|t|t|t,
10,8,f|t|f|t,
10,9,f|f|t|t,
10,10,t|f|t|f,
10,11,t|f|f|f,
10,12,f|t|t|f,
10,13,f|f|f|t,
10,14,f|t|t|f,
10,15,f|f|t|t,
10,16,t|f|t|f,
10,17,t|t|f|f,
10,18,f|f|t|t,
10,19,f|t|f|f,
11,0,t|f|f|t,25
11,1,f|t|t|f,24
11,2,t|f|t|t,
11,3,t|f|f|f,
11,4,t|t|t|f,
11,5,f|t|f|t,
11,6,f|f|t|t,
11,7,t|t|f|f,
11,8,f|f|t|t,
11,9,t|f|f|f,
11,10,t|f|t|f,
11,11,f|f|t|f,
11,12,t|t|f|f,
11,13,f|f|t|t,
11,14,t|f|t|f,
11,15,t|f|t|f,
11,16,t|t|f|f,
11,17,f|f|t|t,
11,18,t|f|t|f,
11,19,f|t|t|f,
12,0,f|f|f|t,26
12,1,t|f|t|f,27
12,2,t|t|f|f,28
12,3,f|t|f|t,
12,4,t|f|f|t,
12,5,f|t|t|f,
12,6,t|t|f|t,
12,7,f|f|t|t,
12,8,t|t|f|f,
12,9,f|t|f|t,
12,10,t|f|f|t,
12,11,t|f|t|f,
12,12,f|t|t|f,
12,13,t|f|f|t,
12,14,t|f|t|f,
12,15,t|t|t|f,
12,16,f|f|t|t,
12,17,t|t|f|f,
12,18,t|f|f|t,
12,19,t|t|f|f,
13,0,f|t|f|t,
13,1,t|t|f|t,
13,2,f|t|f|t,29
13,3,f|f|t|t,
13,4,f|f|t|f,
13,5,t|t|f|f,
13,6,f|f|f|t,
13,7,t|t|f|f,
13,8,f|t|f|t,
13,9,f|t|t|t,
13,10,f|t|f|t,
13,11,t|f|f|t,
13,12,t|f|t|f,
13,13,f|t|t|f,
13,14,t|f|f|t,
13,15,t|f|t|f,
13,16,t|t|f|f,
13,17,f|f|t|t,
13,18,f|t|t|f,
13,19,f|t|f|t,
14,0,f|t|f|t,
14,1,f|t|f|t,
14,2,f|f|t|t,30
14,3,t|f|t|f,31
14,4,t|t|f|f,32
14,5,f|t|f|t,
14,6,f|t|f|t,
14,7,f|t|t|t,
14,8,f|t|f|t,
14,9,t|f|f|t,
14,10,f|t|t|f,
14,11,f|f|f|t,
14,12,t|f|t|f,
14,13,t|f|t|f,
14,14,f|t|t|f,
14,15,t|t|f|t,
14,16,f|f|f|t,
14,17,t|t|t|f,
14,18,t|f|f|t,
14,19,f|t|t|f,
15,0,f|t|f|t,
15,1,f|f|t|t,
15,2,t|f|f|f,
15,3,t|t|f|f,
15,4,f|t|f|t,33
15,5,f|t|f|t,
15,6,f|f|t|t,
15,7,t|t|f|f,
15,8,f|f|t|t,
15,9,f|t|t|f,
15,10,t|t|f|t,
15,11,f|f|t|t,
15,12,t|f|t|f,
15,13,t|t|f|f,
15,14,t|f|t|t,
15,15,f|t|f|f,
15,16,f|f|t|t,
15,17,t|t|f|f,
15,18,f|t|f|t,
15,19,t|t|f|t,
16,0,f|f|t|t,
16,1,t|f|t|f,
16,2,f|t|f|f,
16,3,f|t|t|t,
16,4,f|t|f|t,34
16,5,f|f|t|t,
16,6,t|f|t|f,
16,7,f|f|f|f,
16,8,t|t|t|f,
16,9,t|f|f|t,51
16,10,f|f|f|f,52
16,11,t|f|t|f,
16,12,t|t|t|f,
16,13,f|f|t|t,
16,14,t|f|t|f,
16,15,f|t|f|f,
16,16,t|t|f|t,
16,17,f|f|t|t,
16,18,f|t|t|f,
16,19,f|t|f|t,
17,0,t|t|f|t,
17,1,t|f|f|t,
17,2,f|t|t|f,
