row,col,walls,solutionIndex
0,0,t|f|t|t,0
0,1,t|t|f|f,1
0,2,t|f|f|t,
0,3,t|f|t|f,
0,4,t|t|t|f,
0,5,t|f|f|t,
0,6,t|f|f|f,
0,7,t|t|f|f,
1,0,t|f|f|t,3
1,1,f|t|t|f,2
1,2,f|f|f|t,
1,3,t|t|f|f,
1,4,t|f|f|t,
1,5,f|t|t|f,
1,6,f|t|f|t,
1,7,f|t|t|t,
2,0,f|t|f|t,4
2,1,t|f|t|t,
2,2,f|t|t|f,
2,3,f|f|t|t,
2,4,f|t|f|f,
2,5,t|t|f|t,
2,6,f|f|t|t,
2,7,t|t|f|f,
3,0,f|t|f|t,5
3,1,t|f|f|t,8
3,2,t|f|t|f,9
3,3,t|t|f|f,10
3,4,f|f|t|t,
3,5,f|t|f|f,
3,6,t|f|f|t,
3,7,f|t|t|f,
4,0,f|f|t|t,6
4,1,f|t|t|f,7
4,2,t|t|f|t,
4,3,f|f|t|t,11
4,4,t|t|f|f,12
4,5,f|t|f|t,
4,6,f|f|t|t,
4,7,t|t|f|f,
5,0,t|f|f|t,
5,1,t|f|t|f,
5,2,f|t|f|f,
5,3,t|f|f|t,14
5,4,f|t|t|f,13
5,5,f|f|t|t,
5,6,t|t|f|f,
5,7,f|t|f|t,
6,0,f|t|f|t,
6,1,t|f|t|t,
6,2,f|t|t|f,
6,3,f|t|f|t,15
6,4,t|f|t|t,
6,5,t|f|t|f,
6,6,f|t|t|f,
6,7,f|t|f|t,
7,0,f|f|t|t,
7,1,t|f|t|f,
7,2,t|f|t|f,
7,3,f|f|t|f,16
7,4,t|f|t|f,17
7,5,t|f|t|f,18
7,6,t|f|t|f,19
7,7,f|t|t|f,20
